mean,mean_absolute,median,minimum,maximum,sign_fraction,above_tau_fraction,retained,classification,config_id,direction,families,no_prefix_mean,descriptive_ci_low,descriptive_ci_high,source_head,source_site,receiver_kind,receiver,channel,panel
-0.22903919219970703,0.22903919219970703,-0.22452545166015625,-0.4460182189941406,-0.066162109375,1.0,0.8,True,coherent,426:query_sentence:head:513:KV,noise,20,-0.22903919219970703,-0.28039127826690674,-0.17846549034118656,L13H10,query_sentence,head,L16H1,KV,P4
0.22979869842529296,0.22979869842529296,0.237060546875,0.047607421875,0.4112358093261719,1.0,0.8,True,coherent,426:query_sentence:head:547:KV,noise,20,0.22979869842529296,0.1810202121734619,0.2798963022232055,L13H10,query_sentence,head,L17H3,KV,P4
-0.12596435546875,0.13825836181640624,-0.13776016235351562,-0.3649787902832031,0.0430145263671875,0.75,0.55,True,coherent,426:query_sentence:head:594:KV,noise,20,-0.12596435546875,-0.17926580905914308,-0.07441502094268801,L13H10,query_sentence,head,L18H18,KV,P4
-0.20900850296020507,0.2119748115539551,-0.243621826171875,-0.4747200012207031,0.0171966552734375,0.9,0.75,True,coherent,426:query_sentence:head:595:KV,noise,20,-0.20900850296020507,-0.263908839225769,-0.15371432065963753,L13H10,query_sentence,head,L18H19,KV,P4
0.1416637420654297,0.1416637420654297,0.12811279296875,0.054443359375,0.28369140625,1.0,0.7,True,coherent,474:query_sentence:head:513:KV,noise,20,0.1416637420654297,0.1129283857345581,0.1715756797790527,L14H26,query_sentence,head,L16H1,KV,P4
0.21025657653808594,0.21025657653808594,0.16943359375,0.0757293701171875,0.3997802734375,1.0,0.9,True,coherent,505:query_child_last:head:513:KV,noise,20,0.21025657653808594,0.16470749855041503,0.25797143936157224,L15H25,query_child_last,head,L16H1,KV,P2
0.18988819122314454,0.18988819122314454,0.1499614715576172,0.0139617919921875,0.45147705078125,1.0,0.7,True,coherent,505:query_child_last:head:533:KV,noise,20,0.18988819122314454,0.13846359729766847,0.2452017927169799,L15H25,query_child_last,head,L16H21,KV,P2
0.000394439697265625,0.001721954345703125,0.000274658203125,-0.00372314453125,0.0048828125,0.5,0.0,False,below_rule,505:query_is_token:head:513:V,noise,20,0.000394439697265625,-0.0005169105529785156,0.0013221836090087883,L15H25,query_is_token,head,L16H1,V,control
0.001146697998046875,0.0024749755859375,0.001094818115234375,-0.00604248046875,0.0069580078125,0.65,0.0,False,below_rule,505:query_is_token:head:533:V,noise,20,0.001146697998046875,-0.00015106201171875,0.0024498081207275386,L15H25,query_is_token,head,L16H21,V,control
-0.002338886260986328,0.013596820831298827,-0.00536346435546875,-0.03839874267578125,0.03350830078125,0.7,0.0,False,below_rule,513:colon:head:561:K,noise,20,-0.002338886260986328,-0.009524657726287841,0.00495038509368896,L16H1,colon,head,L17H17,K,P3
0.2061288833618164,0.2061288833618164,0.1888751983642578,0.0452880859375,0.46575927734375,1.0,0.7,True,coherent,513:colon:head:561:V,noise,20,0.2061288833618164,0.1534976577758789,0.26163982868194563,L16H1,colon,head,L17H17,V,P3
-0.0009218215942382813,0.0022195816040039063,-0.00102996826171875,-0.006103515625,0.003448486328125,0.6,0.0,False,below_rule,513:colon:head:579:Q,noise,20,-0.0009218215942382813,-0.0020588016510009765,0.00019340991973876913,L16H1,colon,head,L18H3,Q,control
0.00043315887451171874,0.0016160964965820312,-0.00031280517578125,-0.002689361572265625,0.006103515625,0.45,0.0,False,below_rule,513:colon:head:604:Q,noise,20,0.00043315887451171874,-0.0004520463943481445,0.0014303207397460937,L16H1,colon,head,L18H28,Q,control
-0.004130935668945313,0.019835281372070312,-0.000240325927734375,-0.04888916015625,0.03662109375,0.5,0.0,False,below_rule,533:colon:head:561:K,noise,20,-0.004130935668945313,-0.014859132766723631,0.00632781982421875,L16H21,colon,head,L17H17,K,P3
0.1684016227722168,0.1690424919128418,0.1693887710571289,-0.00640869140625,0.4510498046875,0.95,0.6,True,coherent,533:colon:head:561:V,noise,20,0.1684016227722168,0.1198354983329773,0.22062008142471307,L16H21,colon,head,L17H17,V,P3
-0.0006032943725585938,0.0019704818725585936,-0.000164031982421875,-0.00640869140625,0.00308990478515625,0.5,0.0,False,below_rule,533:colon:head:578:Q,noise,20,-0.0006032943725585938,-0.0017412471771240234,0.0004611968994140625,L16H21,colon,head,L18H2,Q,control
-0.0014471054077148438,0.003939247131347657,-0.00030517578125,-0.01666259765625,0.00726318359375,0.55,0.0,False,below_rule,533:colon:head:586:Q,noise,20,-0.0014471054077148438,-0.004048557281494141,0.0009212589263916007,L16H21,colon,head,L18H10,Q,control
