mean,mean_absolute,median,minimum,maximum,sign_fraction,above_tau_fraction,retained,classification,config_id,direction,families,no_prefix_mean,descriptive_ci_low,descriptive_ci_high,source_head,source_site,receiver_kind,receiver,channel,panel
-0.19519458192118097,0.20031570584586497,-0.1466064453125,-0.927642822265625,0.133056640625,0.9438202247191011,0.6853932584269663,True,coherent,426:query_sentence:head:513:KV,noise,89,-0.19780165025557594,-0.2314233159751035,-0.16161710305160354,L13H10,query_sentence,head,L16H1,KV,P4
-0.1778975443893604,0.1856287784790725,-0.1451416015625,-0.7379379272460938,0.090576171875,0.9101123595505618,0.651685393258427,True,coherent,426:query_sentence:head:513:KV,restore,89,-0.18185665415621352,-0.2129201235396139,-0.14518669776702198,L13H10,query_sentence,head,L16H1,KV,P4
0.23400284735004553,0.23400284735004553,0.1861572265625,0.0023193359375,0.8182373046875,1.0,0.7752808988764045,True,coherent,426:query_sentence:head:547:KV,noise,89,0.23824009402044888,0.20023744159869933,0.27110341747155353,L13H10,query_sentence,head,L17H3,KV,P4
0.20565847332557935,0.20629762799552318,0.1556396484375,-0.025146484375,0.815521240234375,0.9775280898876404,0.7528089887640449,True,coherent,426:query_sentence:head:547:KV,restore,89,0.20998496570806394,0.17447177051158436,0.23928784413284127,L13H10,query_sentence,head,L17H3,KV,P4
0.14830841107314893,0.14977736955278376,0.13641357421875,-0.06536865234375,0.48834228515625,0.9887640449438202,0.6853932584269663,True,coherent,474:query_sentence:head:513:KV,noise,89,0.15030908036506038,0.1288466685273674,0.1691336659902937,L14H26,query_sentence,head,L16H1,KV,P4
0.13954834455854437,0.14048375976219607,0.120849609375,-0.02252197265625,0.4400634765625,0.9775280898876404,0.5393258426966292,True,coherent,474:query_sentence:head:513:KV,restore,89,0.14236769182928677,0.11889760976427056,0.16131219462062532,L14H26,query_sentence,head,L16H1,KV,P4
0.18456180979696551,0.18456180979696551,0.162353515625,0.01953125,0.51690673828125,1.0,0.7528089887640449,True,coherent,505:query_child_last:head:513:KV,noise,89,0.18513408200494175,0.16224641853503965,0.207768251119035,L15H25,query_child_last,head,L16H1,KV,P2
0.1810939445924223,0.1906792072767622,0.1776123046875,-0.1895751953125,0.7537841796875,0.9662921348314607,0.7303370786516854,True,coherent,505:query_child_last:head:513:KV,restore,89,0.18408683250690328,0.1527646814839224,0.20993777339378095,L15H25,query_child_last,head,L16H1,KV,P2
0.21197862839430906,0.2124998274813877,0.181365966796875,-0.023193359375,0.998870849609375,0.9887640449438202,0.797752808988764,True,coherent,505:query_child_last:head:533:KV,noise,89,0.21329061464331617,0.18217445076181646,0.24507165999894728,L15H25,query_child_last,head,L16H21,KV,P2
0.22255148244707773,0.22288203239440918,0.1716766357421875,-0.01470947265625,0.9259033203125,0.9887640449438202,0.797752808988764,True,coherent,505:query_child_last:head:533:KV,restore,89,0.22464812212976917,0.187243893106332,0.2608185285932562,L15H25,query_child_last,head,L16H21,KV,P2
0.19049020295732477,0.19230685609110285,0.16448974609375,-0.052703857421875,0.7472076416015625,0.9662921348314607,0.7078651685393258,True,coherent,513:colon:head:561:V,noise,89,0.19386466344197592,0.16356877289461286,0.2193850876240247,L16H1,colon,head,L17H17,V,P3
0.19466716252016217,0.19641043630878577,0.16115951538085938,-0.0626220703125,1.009521484375,0.9775280898876404,0.7303370786516854,True,coherent,513:colon:head:561:V,restore,89,0.19866942263197626,0.16079083721289475,0.2327335191576668,L16H1,colon,head,L17H17,V,P3
