config_id,direction,family,effect,shared_prefix
426:query_sentence:head:513:KV,noise,0,-0.12591552734375,False
426:query_sentence:head:513:KV,noise,2,-0.220947265625,False
426:query_sentence:head:513:KV,noise,4,-0.27349853515625,False
426:query_sentence:head:513:KV,noise,6,-0.1802215576171875,False
426:query_sentence:head:513:KV,noise,8,-0.0400390625,False
426:query_sentence:head:513:KV,noise,12,-0.030353546142578125,False
426:query_sentence:head:513:KV,noise,14,-0.23114013671875,False
426:query_sentence:head:513:KV,noise,16,-0.209808349609375,False
426:query_sentence:head:513:KV,noise,20,-0.15655994415283203,False
426:query_sentence:head:513:KV,noise,24,-0.927642822265625,False
426:query_sentence:head:513:KV,noise,26,-0.240966796875,False
426:query_sentence:head:513:KV,noise,28,-0.241455078125,False
426:query_sentence:head:513:KV,noise,30,-0.106475830078125,False
426:query_sentence:head:513:KV,noise,32,-0.0691070556640625,False
426:query_sentence:head:513:KV,noise,34,-0.32498884201049805,False
426:query_sentence:head:513:KV,noise,36,-0.2029266357421875,False
426:query_sentence:head:513:KV,noise,38,-0.11248779296875,False
426:query_sentence:head:513:KV,noise,40,-0.06756973266601562,False
426:query_sentence:head:513:KV,noise,44,-0.035003662109375,False
426:query_sentence:head:513:KV,noise,46,-0.000335693359375,False
426:query_sentence:head:513:KV,noise,48,-0.4003448486328125,False
426:query_sentence:head:513:KV,noise,50,-0.10491943359375,False
426:query_sentence:head:513:KV,noise,52,-0.070068359375,False
426:query_sentence:head:513:KV,noise,54,0.133056640625,False
426:query_sentence:head:513:KV,noise,56,-0.0853271484375,False
426:query_sentence:head:513:KV,noise,58,-0.0236053466796875,False
426:query_sentence:head:513:KV,noise,60,0.011688232421875,False
426:query_sentence:head:513:KV,noise,62,-0.129852294921875,False
426:query_sentence:head:513:KV,noise,64,-0.20489501953125,False
426:query_sentence:head:513:KV,noise,66,-0.04571533203125,False
426:query_sentence:head:513:KV,noise,68,-0.4913330078125,False
426:query_sentence:head:513:KV,noise,70,-0.067138671875,False
426:query_sentence:head:513:KV,noise,72,-0.375732421875,False
426:query_sentence:head:513:KV,noise,76,-0.421630859375,False
426:query_sentence:head:513:KV,noise,78,-0.0999755859375,False
426:query_sentence:head:513:KV,noise,80,-0.23895263671875,False
426:query_sentence:head:513:KV,noise,82,-0.066162109375,False
426:query_sentence:head:513:KV,noise,84,0.0415802001953125,False
426:query_sentence:head:513:KV,noise,86,-0.1796875,False
426:query_sentence:head:513:KV,noise,88,-0.1353759765625,False
426:query_sentence:head:513:KV,noise,90,-0.08371734619140625,False
426:query_sentence:head:513:KV,noise,92,-0.1302490234375,False
426:query_sentence:head:513:KV,noise,94,-0.23486328125,False
426:query_sentence:head:513:KV,noise,96,-0.24710845947265625,False
426:query_sentence:head:513:KV,noise,98,-0.18218994140625,False
426:query_sentence:head:513:KV,noise,100,-0.300262451171875,False
426:query_sentence:head:513:KV,noise,102,-0.08455657958984375,False
426:query_sentence:head:513:KV,noise,104,-0.11566162109375,False
426:query_sentence:head:513:KV,noise,108,-0.12435340881347656,False
426:query_sentence:head:513:KV,noise,110,-0.0859375,False
426:query_sentence:head:513:KV,noise,112,-0.5583114624023438,False
426:query_sentence:head:513:KV,noise,114,0.0052490234375,False
426:query_sentence:head:513:KV,noise,116,-0.3685302734375,False
426:query_sentence:head:513:KV,noise,118,-0.08380126953125,False
426:query_sentence:head:513:KV,noise,120,-0.3672332763671875,False
426:query_sentence:head:513:KV,noise,122,-0.19823646545410156,False
426:query_sentence:head:513:KV,noise,124,-0.71728515625,False
426:query_sentence:head:513:KV,noise,126,-0.13946533203125,False
426:query_sentence:head:513:KV,noise,128,-0.0420989990234375,False
426:query_sentence:head:513:KV,noise,130,-0.1045074462890625,False
426:query_sentence:head:513:KV,noise,132,-0.0712890625,False
