config_id,direction,query_first,families,mean,mean_absolute,median,minimum,maximum,sign_fraction,above_tau_fraction,retained,classification
426:query_sentence:head:513:KV,noise,False,89,-0.2850592966829793,0.29982843291893435,-0.189208984375,-1.61968994140625,0.315185546875,0.9213483146067416,0.7752808988764045,True,coherent
426:query_sentence:head:513:KV,noise,True,89,-0.10532986715938268,0.10654234082511302,-0.0791015625,-0.38422393798828125,0.0322265625,0.9550561797752809,0.3595505617977528,True,coherent
426:query_sentence:head:513:KV,restore,False,89,-0.27181561073560395,0.27567522713307585,-0.19140625,-1.34375,0.0595703125,0.9325842696629213,0.7303370786516854,True,coherent
426:query_sentence:head:513:KV,restore,True,89,-0.08397947804311688,0.10038559088546238,-0.080810546875,-0.414306640625,0.2744140625,0.8539325842696629,0.43820224719101125,True,heterogeneous
426:query_sentence:head:547:KV,noise,False,89,0.2754435164205144,0.27562730767753685,0.18408203125,-0.0081787109375,1.015869140625,0.9887640449438202,0.7303370786516854,True,coherent
426:query_sentence:head:547:KV,noise,True,89,0.19256217827957667,0.19256217827957667,0.14566612243652344,0.009765625,1.264404296875,1.0,0.6404494382022472,True,coherent
426:query_sentence:head:547:KV,restore,False,89,0.24756913774468925,0.2485155255607005,0.1591796875,-0.027099609375,1.00634765625,0.9775280898876404,0.7528089887640449,True,coherent
426:query_sentence:head:547:KV,restore,True,89,0.16374780890646945,0.16644981470000877,0.115234375,-0.0338134765625,1.41839599609375,0.9325842696629213,0.5617977528089888,True,coherent
474:query_sentence:head:513:KV,noise,False,89,0.22847242033883428,0.23264749934164325,0.198486328125,-0.173583984375,0.926025390625,0.9775280898876404,0.797752808988764,True,coherent
474:query_sentence:head:513:KV,noise,True,89,0.06814440180746358,0.07180904002671831,0.0546875,-0.0391845703125,0.470947265625,0.8764044943820225,0.25842696629213485,False,below_rule
474:query_sentence:head:513:KV,restore,False,89,0.2148531795887465,0.21734259101781953,0.181640625,-0.04254150390625,0.78857421875,0.9438202247191011,0.7415730337078652,True,coherent
474:query_sentence:head:513:KV,restore,True,89,0.06424350952834226,0.0704437212997608,0.054931640625,-0.083984375,0.278076171875,0.8651685393258427,0.2247191011235955,False,below_rule
505:query_child_last:head:513:KV,noise,False,89,0.22865741172533358,0.22935691576325493,0.19769287109375,-0.02734375,0.71923828125,0.9775280898876404,0.7640449438202247,True,coherent
505:query_child_last:head:513:KV,noise,True,89,0.14046620786859748,0.1472308233882604,0.118408203125,-0.08251953125,0.591796875,0.9101123595505618,0.5617977528089888,True,coherent
505:query_child_last:head:513:KV,restore,False,89,0.24224146296469012,0.24423847841412832,0.1931304931640625,-0.05712890625,1.224609375,0.9775280898876404,0.7865168539325843,True,coherent
505:query_child_last:head:513:KV,restore,True,89,0.1199464262201545,0.15436905421567768,0.10791015625,-0.3782958984375,0.534912109375,0.8426966292134831,0.6067415730337079,True,coherent
505:query_child_last:head:533:KV,noise,False,89,0.22819741924157302,0.2307595242275281,0.184814453125,-0.0927734375,1.26239013671875,0.9775280898876404,0.7078651685393258,True,coherent
505:query_child_last:head:533:KV,noise,True,89,0.19575983754704507,0.20132775253124452,0.164794921875,-0.09942626953125,0.782470703125,0.9550561797752809,0.7303370786516854,True,coherent
505:query_child_last:head:533:KV,restore,False,89,0.24914850813619208,0.24996596775697857,0.18017578125,-0.0283203125,1.34814453125,0.9775280898876404,0.6853932584269663,True,coherent
505:query_child_last:head:533:KV,restore,True,89,0.19595445675796339,0.19806119833099708,0.1552734375,-0.0606689453125,0.7392578125,0.9438202247191011,0.7078651685393258,True,coherent
513:colon:head:561:V,noise,False,89,0.312591552734375,0.3159313416213132,0.24786376953125,-0.12200927734375,1.037872314453125,0.9662921348314607,0.8426966292134831,True,coherent
513:colon:head:561:V,noise,True,89,0.06838885318027453,0.07207817977733827,0.0496826171875,-0.08740234375,0.45654296875,0.9213483146067416,0.23595505617977527,False,below_rule
513:colon:head:561:V,restore,False,89,0.32065685143631495,0.32531746853603405,0.2587890625,-0.13037109375,1.837890625,0.9438202247191011,0.8314606741573034,True,coherent
513:colon:head:561:V,restore,True,89,0.06867747360400939,0.07456925209988369,0.05034637451171875,-0.1136474609375,0.44384765625,0.8764044943820225,0.2808988764044944,False,below_rule
533:colon:head:561:V,noise,False,89,0.14958208062675563,0.15778239389483847,0.1080322265625,-0.1153564453125,0.915771484375,0.8876404494382022,0.550561797752809,True,coherent
533:colon:head:561:V,noise,True,89,0.1658941868985637,0.1659915688332547,0.13287353515625,-0.00433349609375,0.54461669921875,0.9887640449438202,0.6853932584269663,True,coherent
533:colon:head:561:V,restore,False,89,0.19496932726227836,0.20130052459373904,0.1328125,-0.1015625,1.86962890625,0.9438202247191011,0.6404494382022472,True,coherent
533:colon:head:561:V,restore,True,89,0.18300903513190453,0.18500056427516295,0.1387939453125,-0.0538330078125,1.26318359375,0.9775280898876404,0.6179775280898876,True,coherent
545:query_is_token:head:594:KV,noise,False,89,0.8669881927833128,0.8669881927833128,0.7833251953125,0.0458984375,2.1273193359375,1.0,0.9775280898876404,True,coherent
545:query_is_token:head:594:KV,noise,True,89,1.2399586452526992,1.2399586452526992,1.1435394287109375,0.05908203125,3.618896484375,1.0,0.9775280898876404,True,coherent
545:query_is_token:head:594:KV,restore,False,89,0.7797822737961673,0.7797822737961673,0.727294921875,0.06201171875,1.88427734375,1.0,0.9662921348314607,True,coherent
